id,created,superceded_id,valid,connection_score,cleft_score,gaba,ach,glut,oct,ser,da,valid_nt,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
237415425,2021-03-09 20:14:58.183080+00:00,,True,34.769375,5.0,0.037243836,0.77314585,0.01853058,0.0028345748,0.03888348,0.12936158,True,80647460246603095,720575940615455230,80647460246601190,720575940625025017,[581680 317568 119840],[581656 317688 119840]
237415478,2021-03-09 20:14:58.183080+00:00,,True,19.26936,55.0,0.007574219,0.9643605,0.007902195,0.009853455,0.0022935153,0.008016247,True,80647460246604200,720575940615455230,80647460246608915,720575940624936014,[582040 317496 120080],[582148 317472 120120]
237415479,2021-03-09 20:14:58.183080+00:00,,True,13.43508,166.0,0.012673469,0.9426687,0.028715335,0.005274922,0.0022278635,0.008439723,True,80647460246608962,720575940615455230,80647460246614038,720575940429443524,[581936 317516 120120],[582052 317468 120120]
237415470,2021-03-09 20:14:58.183080+00:00,,True,479.18185,6.0,0.38404053,0.09136554,0.034919266,0.0026328147,0.38175932,0.105282485,True,80577091502476963,720575940615455230,80647460246612804,720575940621593972,[581252 317544 120120],[581340 317576 120160]
237415483,2021-03-09 20:14:58.183080+00:00,,True,426.03522,173.0,0.036463737,0.8624089,0.07485846,0.017795242,0.0024876806,0.005985929,True,80647460246607715,720575940615455230,80647460246610414,720575940628481798,[581844 317644 120120],[581880 317760 120120]
237415518,2021-03-09 20:14:58.183080+00:00,,True,74.01608,142.0,0.015600543,0.9267165,0.035742495,0.007589445,0.0027562105,0.0115948375,True,80647460246603095,720575940615455230,80647460246621318,720575940620541355,[581828 317560 120160],[581760 317568 120240]
237415493,2021-03-09 20:14:58.183080+00:00,,True,167.91457,160.0,0.017992081,0.88376915,0.07912559,0.004342433,0.0046081296,0.010162559,True,80647460246607715,720575940615455230,80647460246616387,720575940624936014,[581920 317568 120160],[581984 317580 120200]
120909138,2021-03-09 20:14:58.183080+00:00,,True,8.59404,2.0,0.013425264,0.85103375,0.08411531,0.00030617847,0.011820166,0.039299276,True,81140110108341242,720575940615455230,81140110108326740,720575940420687787,[611712 318952 101400],[611716 318852 101360]
120909152,2021-03-09 20:14:58.183080+00:00,,True,259.68628,143.0,0.02276596,0.8722542,0.088629715,0.0005796835,0.0059046573,0.009865835,True,81140110108330591,720575940615455230,81140110108344874,720575940639152361,[611576 318900 102040],[611700 318832 102000]
126933762,2021-03-09 20:14:58.183080+00:00,,True,56.901665,25.0,0.011181466,0.764112,0.11414758,0.0002747945,0.04749121,0.062792934,True,81140110108264133,720575940615455230,81140110108269813,720575940623486928,[612160 318200  99760],[612076 318184  99880]
97290110,2021-03-09 20:14:58.183080+00:00,,True,22.109224,101.0,0.05455092,0.5663123,0.21900582,0.024561355,0.052334957,0.08323462,True,81069672644199367,720575940615455230,81069672644204732,720575940495479712,[606900 316136  88280],[607016 316160  88280]
75349095,2021-03-09 20:14:58.183080+00:00,,True,25.798504,108.0,0.0015091471,0.057431396,0.00020809226,0.0006501392,0.93680644,0.0033947683,True,80647391593765029,720575940615455230,80647391593759073,720575940382212320,[584780 310848 125800],[584712 310960 125760]
75349117,2021-03-09 20:14:58.183080+00:00,,True,153.2017,146.0,0.00466067,0.74955815,0.0029796942,0.00032410288,0.23597214,0.0065051573,True,80647391593767546,720575940615455230,80647391593768673,720575940382220512,[584912 310688 125920],[584832 310592 125880]
76739219,2021-03-09 20:14:58.183080+00:00,,True,335.03967,137.0,0.006184588,0.9247752,0.0003279388,1.8889903e-05,0.011325299,0.05736817,True,80576954130094220,720575940615455230,80576954130087945,720575940607861445,[581120 307776 124920],[581168 307708 124960]
